SampleId,y
0,yes
1,no
2,yes
3,no
4,no
5,no
6,no
7,yes
8,no
9,yes
10,no
11,no
12,yes
13,no
14,no
15,yes
16,yes
17,yes
18,no
19,no
20,no
21,yes
22,yes
23,no
24,no
25,yes
26,no
27,no
28,no
29,no
30,no
31,yes
32,yes
33,no
34,yes
35,no
36,yes
37,no
38,no
39,no
40,yes
41,yes
42,yes
43,no
44,no
45,yes
46,no
47,no
48,yes
49,yes
50,no
51,no
52,no
53,yes
54,no
55,yes
56,yes
57,no
58,yes
59,no
60,no
61,no
62,no
63,yes
64,no
65,yes
66,no
67,yes
68,yes
69,no
70,yes
71,yes
72,no
73,yes
74,yes
75,no
76,yes
77,yes
78,yes
79,yes
80,yes
81,yes
82,no
83,yes
84,yes
85,yes
86,no
87,yes
88,no
89,no
90,no
91,no
92,yes
93,no
94,no
95,no
96,no
97,no
98,no
99,no
100,no
101,no
102,no
103,no
104,yes
105,no
106,no
107,yes
108,yes
109,yes
110,yes
111,yes
112,no
113,no
114,yes
115,no
116,no
117,no
118,no
119,yes
120,yes
121,yes
122,no
123,yes
124,no
125,no
126,no
127,no
128,no
129,no
130,no
131,yes
132,no
133,no
134,yes
135,yes
136,yes
137,no
138,yes
139,yes
140,yes
141,yes
142,yes
143,yes
144,no
145,yes
146,yes
147,no
148,yes
149,yes
150,no
151,yes
152,yes
153,yes
154,no
155,no
156,no
157,no
158,yes
159,no
160,yes
161,no
162,no
163,yes
164,yes
165,no
166,no
167,no
168,no
169,yes
170,no
171,yes
172,no
173,no
174,no
175,no
176,no
177,yes
178,no
179,no
180,no
181,no
182,no
183,no
184,yes
185,no
186,no
187,yes
188,no
189,yes
190,no
191,no
192,yes
193,yes
194,no
195,yes
196,no
197,yes
198,yes
199,yes
200,yes
201,no
202,no
203,yes
204,no
205,no
206,no
207,yes
208,no
209,no
210,yes
211,no
212,yes
213,no
214,no
215,yes
216,yes
217,yes
218,yes
219,yes
220,yes
221,yes
222,yes
223,no
224,no
225,yes
226,yes
227,yes
228,no
229,yes
230,yes
231,no
232,no
233,no
234,yes
235,yes
236,yes
237,no
238,no
239,yes
240,yes
241,no
242,yes
243,no
244,yes
245,yes
246,yes
247,yes
248,yes
249,no
250,yes
251,no
252,yes
253,yes
254,yes
255,no
256,no
257,no
258,yes
259,no
260,no
261,yes
262,yes
263,no
264,no
265,yes
266,yes
267,no
268,no
269,yes
270,yes
271,no
272,no
273,yes
274,no
275,yes
276,no
277,no
278,no
279,yes
280,no
281,no
282,no
283,no
284,no
285,no
286,yes
287,no
288,yes
289,no
290,yes
291,no
292,yes
293,no
294,yes
295,no
296,no
297,no
298,no
299,no
300,no
301,yes
302,no
303,no
304,yes
305,no
306,yes
307,yes
308,yes
309,no
310,yes
311,yes
312,yes
313,no
314,yes
315,no
316,no
317,no
318,yes
319,no
320,yes
321,yes
322,no
323,yes
324,yes
325,yes
326,yes
327,yes
328,no
329,no
330,yes
331,yes
332,yes
333,yes
334,yes
335,no
336,no
337,yes
338,no
339,no
340,yes
341,yes
342,yes
343,yes
344,yes
345,yes
346,no
347,no
348,no
349,yes
350,yes
351,no
352,no
353,no
354,no
355,yes
356,no
357,no
358,no
359,no
360,yes
361,no
362,no
363,yes
364,yes
365,no
366,no
367,no
368,yes
369,yes
370,yes
371,yes
372,yes
373,yes
374,yes
375,no
376,yes
377,yes
378,yes
379,yes
380,yes
381,no
382,yes
383,no
384,yes
385,yes
386,no
387,yes
388,yes
389,yes
390,yes
391,yes
392,yes
393,yes
394,no
395,no
396,no
397,no
398,no
399,no
400,yes
401,no
402,no
403,yes
404,yes
405,yes
406,yes
407,yes
408,no
409,no
410,yes
411,yes
412,no
413,no
414,yes
415,no
416,yes
417,yes
418,yes
419,no
420,yes
421,no
422,no
423,no
424,yes
425,no
426,no
427,no
428,yes
429,yes
430,yes
431,yes
432,yes
433,no
434,yes
435,yes
436,no
437,no
438,no
439,no
440,no
441,yes
442,no
443,yes
444,yes
445,yes
446,no
447,yes
448,yes
449,yes
450,yes
451,no
452,no
453,no
454,yes
455,yes
456,no
457,yes
458,no
459,yes
460,no
461,no
462,yes
463,no
464,yes
465,yes
466,no
467,no
468,yes
469,yes
470,yes
471,yes
472,no
473,no
474,yes
475,yes
476,no
477,yes
478,no
479,no
480,no
481,no
482,yes
483,no
484,yes
485,yes
486,yes
487,yes
488,no
489,no
490,yes
491,no
492,yes
493,yes
494,yes
495,yes
496,yes
497,no
498,no
499,yes
500,yes
501,yes
502,yes
503,yes
504,yes
505,yes
506,no
507,yes
508,yes
509,yes
510,no
511,no
512,no
513,no
514,yes
515,yes
516,no
517,yes
518,yes
519,no
520,no
521,no
522,yes
523,yes
524,no
525,no
526,yes
527,no
528,yes
529,no
530,no
531,no
532,yes
533,yes
534,no
535,no
536,no
537,yes
538,yes
539,no
540,yes
541,yes
542,yes
543,yes
544,yes
545,no
546,yes
547,yes
548,no
549,no
550,no
551,yes
552,no
553,yes
554,no
555,no
556,no
557,yes
558,no
559,yes
560,yes
561,yes
562,yes
563,no
564,no
565,yes
566,no
567,no
568,yes
569,no
570,yes
571,yes
572,no
573,yes
574,no
575,yes
576,no
577,yes
578,no
579,yes
580,yes
581,yes
582,yes
583,yes
584,no
585,yes
586,no
587,yes
588,yes
589,yes
590,no
591,no
592,no
593,no
594,yes
595,no
596,yes
597,yes
598,no
599,no
600,yes
601,no
602,yes
603,no
604,yes
605,yes
606,yes
607,yes
608,yes
609,no
610,no
611,no
612,no
613,yes
614,yes
615,no
616,no
617,no
618,yes
619,yes
620,no
621,no
622,no
623,no
624,no
625,no
626,no
627,yes
628,no
629,yes
630,yes
631,no
632,yes
633,no
634,yes
635,no
636,yes
637,no
638,no
639,yes
640,no
641,no
642,yes
643,no
644,yes
645,no
646,yes
647,yes
648,no
649,yes
650,yes
651,no
652,yes
653,no
654,yes
655,no
656,yes
657,yes
658,no
659,no
660,no
661,yes
662,yes
663,no
664,yes
665,yes
666,no
667,yes
668,yes
669,yes
670,no
671,yes
672,no
673,no
674,no
675,no
676,yes
677,yes
678,no
679,no
680,yes
681,no
682,yes
683,yes
684,no
685,yes
686,yes
687,no
688,yes
689,yes
690,no
691,yes
692,no
693,yes
694,no
695,yes
696,yes
697,yes
698,yes
699,yes
700,yes
701,yes
702,no
703,no
704,no
705,no
706,yes
707,no
708,yes
709,no
710,yes
711,no
712,no
713,yes
714,yes
715,no
716,no
717,yes
718,yes
719,yes
720,no
721,yes
722,yes
723,no
724,yes
725,no
726,no
727,no
728,no
729,no
730,no
731,no
732,yes
733,no
734,yes
735,no
736,no
737,no
738,yes
739,yes
740,yes
741,yes
742,yes
743,yes
744,no
745,yes
746,yes
747,yes
748,yes
749,yes
750,yes
751,yes
752,yes
753,yes
754,no
755,no
756,yes
757,yes
758,yes
759,no
760,no
761,no
762,no
763,yes
764,no
765,yes
766,no
767,no
768,yes
769,no
770,yes
771,no
772,yes
773,no
774,no
775,no
776,no
