SampleId,y
0,no
1,no
2,no
3,no
4,no
5,no
6,no
7,no
8,no
9,no
10,no
11,no
12,no
13,no
14,no
15,no
16,no
17,no
18,no
19,no
20,no
21,no
22,no
23,no
24,no
25,no
26,no
27,no
28,no
29,no
30,no
31,no
32,no
33,no
34,no
35,no
36,no
37,no
38,no
39,no
40,no
41,no
42,no
43,no
44,no
45,no
46,no
47,no
48,no
49,no
50,no
51,no
52,no
53,no
54,no
55,no
56,no
57,no
58,no
59,no
60,no
61,no
62,no
63,no
64,no
65,no
66,no
67,no
68,no
69,no
70,no
71,no
72,no
73,no
74,no
75,no
76,no
77,no
78,no
79,no
80,no
81,no
82,no
83,no
84,no
85,no
86,no
87,no
88,no
89,no
90,no
91,no
92,no
93,no
94,no
95,no
96,no
97,no
98,no
99,no
100,no
101,no
102,no
103,no
104,no
105,no
106,no
107,no
108,no
109,no
110,no
111,no
112,no
113,no
114,no
115,no
116,no
117,no
118,no
119,no
120,no
121,no
122,no
123,no
124,no
125,no
126,no
127,no
128,no
129,no
130,no
131,no
132,no
133,no
134,no
135,no
136,no
137,no
138,no
139,no
140,no
141,no
142,no
143,no
144,no
145,no
146,yes
147,yes
148,no
149,no
150,no
151,no
152,no
153,no
154,no
155,no
156,no
157,no
158,no
159,no
160,no
161,no
162,no
163,no
164,no
165,no
166,no
167,no
168,no
169,no
170,no
171,no
172,no
173,no
174,yes
175,no
176,no
177,no
178,no
179,no
180,no
181,no
182,no
183,no
184,no
185,no
186,no
187,no
188,no
189,no
190,no
191,no
192,no
193,no
194,no
195,no
196,no
197,no
198,no
199,no
200,no
201,no
202,no
203,no
204,no
205,no
206,no
207,no
208,no
209,no
210,no
211,no
212,yes
213,no
214,no
215,no
216,no
217,no
218,no
219,no
220,no
221,no
222,no
223,no
224,no
225,no
226,no
227,no
228,no
229,no
230,no
231,no
232,no
233,no
234,no
235,no
236,no
237,no
238,no
239,no
240,no
241,no
242,no
243,no
244,no
245,no
246,no
247,no
248,no
249,no
250,no
251,no
252,no
253,no
254,no
255,no
256,no
257,no
258,no
259,no
260,no
261,no
262,no
263,yes
264,no
265,no
266,no
267,no
268,no
269,no
270,no
271,no
272,no
273,no
274,no
275,no
276,no
277,no
278,no
279,no
280,no
281,no
282,no
283,no
284,no
285,no
286,no
287,no
288,no
289,no
290,no
291,no
292,no
293,no
294,no
295,no
296,no
297,no
298,no
299,no
300,no
301,no
302,no
303,no
304,no
305,no
306,no
307,no
308,no
309,no
310,no
311,no
312,no
313,no
314,no
315,no
316,yes
317,no
318,no
319,no
320,no
321,no
322,no
323,yes
324,no
325,no
326,no
327,no
328,no
329,no
330,no
331,no
332,no
333,no
334,no
335,no
336,no
337,no
338,no
339,no
340,no
341,no
342,no
343,no
344,no
345,no
346,no
347,no
348,no
349,no
350,no
351,no
352,no
353,no
354,no
355,no
356,no
357,no
358,no
359,no
360,no
361,no
362,no
363,no
364,no
365,no
366,no
367,no
368,no
369,no
370,yes
371,no
372,no
373,no
374,no
375,no
376,no
377,no
378,no
379,no
380,no
381,no
382,no
383,no
384,no
385,no
386,no
387,no
388,no
389,no
390,no
391,no
392,no
393,no
394,no
395,no
396,no
397,no
398,no
399,no
400,no
401,no
402,no
403,no
404,no
405,yes
406,no
407,no
408,no
409,no
410,no
